cgpa,aptitude,communication,skills,internships,projects,shortlisted
8.4,72,53,4,0,1,0
6.6,86,55,3,2,5,0
9.3,47,87,7,0,5,0
6.67,65,64,1,0,1,0
7.23,90,67,1,0,4,0
6.53,84,90,6,0,3,0
7.42,75,57,8,4,0,1
5.46,47,62,6,1,2,0
6.65,69,62,1,1,6,0
6.11,61,93,3,4,3,0
7.34,74,97,8,0,6,1
8.19,57,81,6,0,4,1
7.85,54,82,5,1,0,1
4.83,39,64,4,1,1,0
9.24,88,97,1,1,4,1
7.5,64,75,1,0,3,0
6.42,72,83,5,1,1,0
7.36,69,70,1,0,4,0
7.38,53,68,8,0,5,0
6.53,51,93,3,0,4,1
7.4,54,79,6,0,2,0
6.59,59,90,3,1,2,1
6.8,75,75,5,0,6,1
6.51,58,60,3,4,5,0
5.77,96,64,6,3,2,1
7.35,85,73,5,1,5,1
7.79,82,63,3,4,2,0
7.71,68,57,6,4,2,1
8.02,92,87,5,1,2,1
7.52,66,64,7,1,1,0
6.67,69,73,7,4,5,0
8.04,72,75,7,1,3,1
5.84,80,64,2,0,2,0
6.3,79,90,3,2,5,1
6.24,62,57,8,0,5,0
8.28,62,75,5,0,1,0
8.14,79,75,4,0,4,0
7.69,80,71,6,0,4,1
8.27,64,55,4,0,4,0
6.32,46,83,6,3,4,1
7.55,66,81,6,0,2,0
7.07,79,63,6,0,2,0
8.05,97,81,4,0,5,1
7.08,52,76,4,1,5,1
6.82,63,55,4,4,2,1
7.74,64,60,5,0,0,0
8.08,90,86,3,0,5,0
6.53,69,76,5,1,3,0
7.14,56,64,5,1,2,0
6.14,78,60,5,0,2,0
4.7,63,65,6,0,3,0
7.4,51,66,5,1,3,0
7.81,56,61,4,0,3,0
7.46,96,49,5,3,1,1
5.25,75,86,6,0,6,1
6.85,71,84,4,0,6,0
4.98,66,55,5,2,6,0
8.57,74,73,3,2,5,1
6.11,74,60,4,0,4,0
8.46,74,68,7,4,2,1
8.15,71,67,7,2,0,0
6.3,83,66,5,0,1,1
6.07,70,98,6,1,2,0
7.55,55,66,7,0,3,0
6.36,60,61,8,0,6,0
7.3,40,62,5,0,3,0
6.72,100,85,5,1,3,0
5.42,82,50,4,2,4,1
4.97,57,62,2,1,2,0
7.43,65,90,4,0,6,1
6.64,60,75,6,1,3,0
6.65,93,74,6,1,2,0
7.9,48,99,7,2,6,1
8.37,71,75,2,0,4,0
6.93,68,62,5,1,3,0
6.86,82,68,3,1,3,0
7.7,68,57,3,2,4,0
5.84,43,88,7,0,2,0
7.42,66,79,5,0,5,0
7.75,55,86,6,1,6,0
7.88,71,87,2,3,3,1
5.26,91,66,4,1,4,1
6.44,43,59,5,4,5,0
6.32,57,71,3,0,3,0
7.3,61,60,4,1,6,0
7.68,64,74,2,1,4,0
8.7,81,86,5,1,3,1
6.71,67,69,8,2,4,1
6.7,76,73,6,2,3,1
8.35,60,70,8,2,1,1
7.5,73,82,6,1,4,0
8.47,81,63,7,3,3,1
7.49,59,43,5,1,4,0
6.04,81,78,5,2,2,0
5.87,70,84,4,3,3,0
5.65,85,77,6,1,4,1
7.86,66,63,3,2,6,1
8.39,75,57,2,1,5,0
9.05,69,78,7,0,5,1
8.04,68,73,1,1,2,0
8.36,73,70,8,0,5,1
6.62,78,95,6,1,2,1
6.04,51,59,4,3,2,0
8.05,91,95,5,0,1,1
7.62,42,72,6,0,5,1
7.31,59,48,4,1,1,0
7.59,68,69,6,0,1,0
7.52,76,84,6,1,2,1
8.48,93,67,4,1,3,1
8.49,42,52,2,0,5,0
7.74,62,69,3,0,3,0
8.05,38,60,3,3,3,0
7.71,70,78,2,0,2,0
6.74,74,82,6,1,2,0
7.96,93,58,4,4,1,0
5.81,71,62,7,2,3,0
8.25,85,81,4,0,3,0
6.01,78,60,5,1,2,0
7.49,63,57,5,2,5,1
6.35,48,56,7,2,6,1
7.75,74,76,5,2,1,1
7.17,47,76,4,1,0,0
5.61,89,63,7,0,4,1
7.62,67,72,4,1,2,1
6.62,87,91,2,1,3,0
8.08,62,59,4,1,3,0
7.2,74,46,6,0,5,0
7.6,73,77,2,0,4,0
6.24,69,70,5,4,0,1
6.61,63,62,5,0,0,0
6.74,75,80,7,0,2,0
8.06,56,82,4,2,2,1
8.88,51,43,4,1,3,0
6.39,88,63,4,0,5,0
8.28,80,100,4,1,2,1
5.03,70,79,6,1,3,0
6.01,94,80,5,1,2,0
6.24,65,87,6,3,0,1
5.85,89,72,6,0,6,1
5.62,72,82,7,2,1,0
7.61,54,81,4,0,2,0
6.99,97,79,8,1,1,1
7.58,84,67,3,2,3,0
7.89,68,74,6,0,6,1
7.47,80,64,5,1,1,1
7.86,63,72,6,0,3,0
7.13,82,56,5,0,0,0
6.01,34,61,6,1,4,0
8.26,54,68,7,2,4,1
6.61,84,59,6,0,4,1
6.26,66,65,6,3,3,1
7.02,73,69,2,0,5,0
6.29,49,77,3,0,3,0
6.78,97,84,8,0,3,1
7.54,87,65,5,0,4,1
7.55,66,89,5,0,3,0
6.3,63,84,4,2,2,0
6.71,85,78,2,1,2,0
8.27,99,73,4,1,1,0
7.7,84,76,5,4,3,1
9.28,100,87,3,1,4,1
8.38,56,87,3,0,1,0
8.34,57,89,5,0,4,1
5.81,52,72,5,0,5,0
7.96,76,79,4,1,2,0
7.15,72,89,5,0,2,1
6.65,67,63,7,1,5,0
7.37,82,67,5,2,4,1
8.15,88,72,7,2,1,0
7.7,47,83,7,2,3,0
6.32,61,83,3,0,4,0
7.94,82,68,3,0,3,0
6.56,62,52,5,1,4,0
7.42,58,75,5,0,3,1
6.9,85,60,4,0,4,0
6.98,50,52,4,1,2,0
7.97,65,55,5,0,4,0
6.16,74,76,1,2,6,0
9.15,61,89,8,0,3,1
5.38,81,72,4,4,4,0
6.6,61,74,7,2,2,1
7.57,91,87,3,0,2,0
7.78,68,51,4,1,6,1
7.1,80,78,4,1,0,0
7.14,81,71,8,2,2,0
7.61,60,79,1,1,3,0
6.97,39,65,5,1,3,0
8.59,75,61,7,1,4,0
8.04,71,73,5,0,2,0
8.07,78,93,4,3,1,1
6.23,66,83,8,0,3,1
7.12,63,65,7,0,3,0
6.9,100,54,4,0,3,1
6.19,47,50,5,3,4,1
7.56,81,89,8,1,3,1
6.66,61,59,8,2,2,0
7.86,64,67,4,2,4,0
6.13,65,89,6,2,1,0
8.92,57,51,4,1,2,0
6.3,78,91,4,0,4,0
7.42,90,68,3,0,2,0
7.99,77,57,3,1,3,0
6.63,71,68,5,1,2,1
8.05,55,62,5,1,3,0
5.97,77,77,4,1,2,0
8.65,100,63,4,1,6,1
7.21,64,47,4,0,3,0
6.6,64,69,8,0,4,0
6.9,61,54,7,2,5,1
8.01,62,74,4,0,4,0
6.62,30,56,7,2,3,0
6.45,76,65,4,1,3,0
6.98,57,74,5,4,3,1
6.02,45,69,8,2,5,1
9.02,81,75,4,1,1,0
6.63,53,80,5,1,5,1
8.03,64,56,4,0,3,0
7.41,91,71,4,1,5,0
6.22,48,30,5,2,0,0
7.19,47,75,8,1,5,0
7.98,74,68,5,1,1,0
7.01,87,59,7,0,4,0
8.39,46,76,7,2,3,1
8.22,76,87,4,0,4,0
8.12,78,65,4,2,4,1
6.74,39,59,5,1,2,0
6.12,81,74,5,1,3,1
6.59,83,54,3,0,2,0
7.4,65,63,8,0,3,0
7.75,88,87,6,3,4,1
5.03,87,72,4,2,1,0
7.19,71,47,5,1,3,0
7.36,63,48,3,1,4,1
6.92,55,74,5,1,2,0
8.49,69,83,7,1,6,1
7.62,78,50,7,1,3,0
8.51,65,77,4,0,2,1
6.98,37,89,5,2,1,0
8.14,89,96,5,2,3,1
8.84,72,76,4,0,3,0
8.51,64,78,2,2,2,0
6.11,82,44,5,1,0,0
6.95,92,99,5,0,3,1
6.85,30,64,1,0,3,0
7.69,76,59,3,2,1,0
7.89,48,68,3,3,4,1
6.36,77,91,4,2,6,0
7.27,71,100,5,2,6,1
5.18,79,73,4,0,5,0
8.64,62,84,4,0,5,0
6.69,41,72,7,0,2,1
7.26,63,58,3,3,2,0
6.89,76,91,5,4,3,1
8.35,85,63,8,0,4,1
4.36,52,91,5,2,5,1
7.18,85,88,6,1,2,1
7.09,60,79,4,0,3,0
6.75,75,95,1,1,4,0
8.93,62,100,5,2,3,1
6.31,72,69,5,0,3,0
7.97,83,61,3,3,2,0
7.56,51,47,5,0,6,0
8.46,59,100,7,0,3,1
6.53,72,66,3,0,3,0
6.47,100,86,5,2,2,0
8.3,57,62,5,1,3,1
7.63,100,91,6,2,2,1
5.66,100,62,6,1,2,0
6.66,68,56,6,1,2,1
7.59,65,69,4,2,0,0
8.04,59,65,2,1,3,0
6.52,68,79,4,2,3,0
4.29,48,71,5,0,5,0
7.72,68,80,6,1,0,0
5.98,92,68,8,2,0,1
5.18,60,63,5,3,5,1
4.37,66,64,5,0,1,0
8.01,44,98,5,1,0,1
7.33,75,74,3,1,2,1
6.97,73,46,5,1,5,0
8.59,70,65,5,0,5,1
7.84,66,73,8,0,2,0
8.82,65,95,4,2,4,1
5.81,77,85,8,2,3,0
7.17,69,60,5,1,5,1
5.58,74,100,4,2,1,0
6.97,73,71,3,0,5,0
6.95,86,88,3,1,2,0
7.83,80,56,5,3,3,1
7.25,72,40,1,2,2,0
7.82,92,53,4,1,4,1
7.9,76,30,8,2,4,1
9.35,89,99,5,1,3,1
6.88,79,74,6,2,4,1
6.26,42,59,3,1,4,0
7.45,89,77,5,2,4,1
6.4,72,74,4,0,2,0
8.68,69,80,7,1,3,1
6.92,74,87,3,1,2,0
6.63,64,68,5,1,3,0
6.73,73,60,5,2,4,1
7.92,61,82,5,3,4,1
7.04,89,82,6,2,4,1
6.56,68,73,4,0,2,0
8.87,64,100,4,2,4,0
6.34,56,66,6,0,3,1
7.24,74,60,5,1,6,0
7.85,72,77,4,3,2,0
5.57,75,63,1,0,4,0
7.68,54,78,6,2,4,1
6.14,45,61,8,2,5,0
8.02,79,66,5,1,3,1
6.24,92,96,7,0,3,0
7.89,54,66,5,1,3,0
8.31,93,61,4,4,2,0
8.06,74,87,1,0,4,0
7.45,69,58,5,1,6,1
6.97,64,62,5,0,1,0
6.62,49,79,6,0,3,0
8.67,84,84,5,2,5,1
6.5,58,87,8,0,1,0
6.16,58,62,5,4,3,1
7.87,84,79,4,1,5,0
6.4,41,65,4,1,5,0
6.25,47,64,5,0,3,0
5.76,69,87,7,4,0,1
6.72,74,64,2,0,1,0
7.12,77,75,8,1,3,0
7.44,65,74,8,1,1,1
8.15,100,58,5,1,1,0
7.73,66,84,4,1,4,0
7.01,66,79,3,2,4,0
7.0,58,46,4,0,5,0
7.71,71,75,2,1,1,0
8.47,79,61,5,2,2,1
7.33,88,86,2,1,5,1
6.73,47,53,6,0,4,0
6.21,66,67,4,0,5,0
5.75,76,76,3,0,6,1
7.87,78,72,5,0,5,0
7.78,70,81,8,1,3,0
7.78,78,52,5,1,2,0
7.07,57,93,5,0,3,0
8.61,93,78,6,1,4,1
6.72,84,89,6,4,2,1
8.16,49,83,7,4,4,1
7.16,53,71,3,2,1,0
6.59,54,55,7,0,4,0
7.79,80,64,4,0,0,0
7.61,50,92,7,2,3,0
7.56,65,90,4,0,5,0
7.28,76,63,7,0,1,0
7.16,69,35,8,1,3,1
9.59,73,69,3,0,2,0
8.38,54,68,8,2,5,0
7.92,78,68,3,2,5,0
7.31,60,78,3,2,6,0
8.21,65,83,4,2,5,1
7.72,73,84,8,0,4,1
7.23,71,77,5,2,2,1
6.9,70,48,5,1,2,0
7.12,58,67,5,2,3,0
4.03,65,100,8,0,3,0
7.41,70,76,6,2,4,1
6.71,49,76,3,4,2,1
8.79,63,76,4,0,1,1
7.22,75,77,3,0,3,0
6.01,50,41,5,0,2,0
7.15,87,68,3,1,4,0
6.15,89,71,4,0,3,0
7.67,51,88,7,2,4,1
7.49,90,72,4,1,1,0
8.16,67,50,5,1,6,0
6.41,76,77,4,2,0,1
7.23,62,61,2,1,2,0
5.83,83,56,4,1,4,0
7.9,76,61,4,2,0,1
7.72,57,79,7,2,1,1
7.7,52,88,4,0,1,0
7.2,48,78,4,0,3,0
7.61,72,80,6,0,5,1
8.8,78,78,6,1,3,0
6.91,79,73,6,0,4,1
7.34,68,81,8,2,2,1
6.11,52,40,6,2,0,0
6.33,59,73,4,0,0,0
7.3,87,58,6,1,5,1
8.3,62,87,5,1,1,0
6.94,72,70,4,1,6,0
6.96,53,72,4,1,2,0
6.79,75,52,3,3,4,0
6.67,63,85,3,0,6,0
7.49,85,80,3,0,3,1
5.7,81,79,2,1,4,0
8.48,62,61,7,1,3,1
6.53,68,61,7,0,2,0
7.92,61,74,5,0,2,1
5.93,48,62,6,1,5,0
7.87,57,77,3,0,2,0
7.87,72,43,7,4,2,0
7.58,74,65,5,1,6,0
6.21,72,95,2,0,2,0
7.45,65,77,3,1,3,1
6.02,83,74,4,0,6,0
6.95,70,97,2,1,3,1
8.23,80,41,4,1,3,0
8.0,43,61,2,1,5,0
7.22,30,66,4,2,2,1
6.23,74,83,4,0,2,0
7.85,48,83,8,3,3,1
7.22,66,60,4,2,4,0
4.88,65,84,4,0,0,0
7.98,93,66,5,0,3,0
7.18,75,87,7,0,2,1
8.4,72,58,4,0,2,0
6.1,82,70,7,1,4,0
4.02,75,65,4,0,2,0
7.48,63,85,3,3,4,1
7.49,86,65,4,0,3,1
5.51,53,71,5,0,2,0
6.22,74,78,4,0,2,0
9.96,46,79,5,0,2,1
6.89,73,83,4,2,1,1
7.93,72,74,6,1,4,1
6.55,95,66,4,0,4,1
5.11,46,67,5,3,2,0
7.03,60,72,5,2,4,0
6.93,82,75,5,2,6,0
6.8,75,70,4,2,1,0
7.09,72,72,6,1,3,1
7.46,55,52,6,1,4,0
7.05,61,80,4,1,0,0
5.94,88,74,8,0,4,0
7.69,69,85,5,1,6,1
5.25,75,72,5,3,1,0
5.15,68,49,3,1,5,1
7.94,52,67,5,3,3,0
7.71,84,69,3,1,1,0
7.14,77,81,4,2,3,0
5.8,100,45,4,1,1,0
6.49,54,72,6,2,3,0
6.94,82,78,3,1,0,0
5.6,50,63,6,0,4,0
6.46,72,72,4,0,3,0
7.85,84,63,4,4,3,0
8.63,38,62,6,0,2,0
6.78,66,66,5,1,3,0
7.96,61,62,4,1,2,0
5.29,59,80,4,1,4,0
7.86,75,62,4,2,2,0
6.4,86,60,5,2,4,1
7.51,68,94,4,3,2,1
6.95,73,84,6,1,4,1
8.52,71,47,5,1,3,1
6.33,70,62,3,3,3,0
7.83,53,75,4,4,4,1
6.92,86,76,3,4,3,1
7.04,74,52,4,2,5,0
7.02,75,87,5,0,4,1
6.35,57,82,5,0,3,0
7.19,63,78,6,2,5,0
7.14,67,89,3,2,5,1
7.44,46,77,7,2,3,0
7.28,44,77,4,0,1,0
8.0,60,92,4,1,3,0
8.12,77,86,5,0,3,0
6.15,60,61,6,1,3,0
8.07,54,80,4,1,4,0
6.01,57,63,6,3,4,0
7.79,63,78,7,0,4,1
7.82,64,78,6,1,4,1
5.29,100,54,2,1,1,0
7.29,85,70,6,2,2,0
6.73,85,75,6,1,4,0
6.44,87,66,5,3,3,0
8.55,55,76,6,0,4,1
6.55,51,82,8,0,1,0
6.39,53,71,4,2,2,0
7.28,90,74,2,1,3,0
7.89,61,89,5,0,3,1
7.06,51,78,2,1,2,0
8.37,63,74,4,2,3,1
7.73,66,59,5,0,0,0
5.02,74,80,4,0,0,0
6.67,73,76,5,2,1,0
6.64,57,88,6,1,3,1
7.68,80,72,4,0,5,1
4.58,60,48,7,0,2,0
9.75,67,49,2,1,0,0
7.73,80,81,6,0,4,0
7.35,60,64,6,2,5,0
8.38,61,77,4,2,1,0
9.54,78,73,4,1,3,1
8.07,57,69,4,3,2,0
8.15,64,70,6,1,1,1
7.33,78,60,6,0,4,0
7.06,100,71,4,2,6,1
6.72,79,64,5,1,4,0
6.37,77,67,3,0,6,0
6.51,77,67,5,0,3,0
5.85,53,69,8,1,5,0
7.12,71,83,3,0,2,0
5.52,69,70,7,2,1,1
7.39,74,85,6,2,4,0
7.16,71,91,8,1,3,1
7.35,75,83,3,1,2,0
6.68,65,78,3,1,4,0
10.0,70,76,1,0,2,1
8.56,51,83,6,0,3,0
5.96,65,73,5,0,2,0
7.43,90,84,3,0,4,0
6.59,74,79,6,1,2,1
6.19,69,67,4,2,3,0
5.86,98,83,3,1,0,0
7.63,49,73,4,3,4,0
6.52,53,70,3,2,4,0
8.17,95,65,4,4,2,1
8.19,70,74,4,3,2,0
8.57,66,84,7,1,2,1
6.35,52,83,6,1,3,0
7.68,76,76,4,0,3,0
7.83,78,79,6,2,2,1
6.73,53,88,5,1,4,0
6.43,67,70,4,1,5,0
8.81,64,57,6,2,0,0
7.43,73,88,5,1,3,0
7.84,53,65,5,1,3,0
6.38,88,63,5,1,3,0
5.98,83,48,5,2,0,1
6.63,64,79,4,3,2,1
7.08,66,50,7,2,1,0
6.14,67,62,3,2,3,0
7.19,58,79,7,0,4,1
5.51,63,81,4,3,2,0
6.08,65,63,3,0,2,0
7.87,94,70,5,3,2,1
7.8,84,60,4,0,5,0
6.81,84,64,6,1,2,0
6.18,75,75,4,2,3,0
6.17,53,65,5,1,4,0
6.83,69,68,4,1,5,0
7.84,84,52,3,2,4,1
8.13,51,86,4,1,2,0
6.7,79,78,5,0,5,1
6.05,100,82,5,1,4,1
7.47,85,88,5,0,4,0
6.38,91,61,8,2,1,1
6.68,73,67,5,0,0,0
8.53,84,47,7,1,4,1
8.03,59,100,3,1,6,1
7.36,81,70,2,0,4,0
5.93,79,85,4,1,5,0
7.41,74,55,3,1,3,0
8.26,89,84,5,4,2,1
6.82,61,96,5,2,4,0
8.55,67,71,5,2,4,1
8.49,71,58,6,1,4,0
8.86,54,70,8,1,6,1
7.51,73,43,7,0,3,1
7.79,44,71,3,1,0,0
8.61,85,82,4,2,5,1
7.65,70,71,4,1,2,0
6.7,62,68,3,1,4,0
6.75,57,78,5,0,5,0
7.44,66,79,5,0,2,0
5.91,80,50,3,0,5,0
7.06,78,73,6,1,2,1
8.3,59,100,6,1,4,1
5.01,57,54,1,1,1,0
8.73,79,70,4,1,4,1
8.32,59,97,7,2,4,1
6.74,70,86,5,2,3,0
7.74,71,65,4,2,4,1
7.2,74,74,4,1,6,1
8.43,82,71,4,1,4,0
8.18,51,62,3,3,6,1
5.8,41,71,6,0,3,0
7.79,61,68,3,0,3,0
6.99,97,73,4,1,2,0
7.28,100,62,2,1,6,1
6.47,97,55,6,0,1,0
8.95,67,71,2,2,3,1
8.24,43,94,4,1,2,1
6.46,34,73,5,1,3,0
5.87,60,67,4,1,5,0
6.81,67,81,4,1,3,1
7.63,89,69,4,0,5,0
7.44,83,96,6,0,3,1
8.45,73,71,8,0,5,1
7.99,56,81,4,2,3,0
8.17,55,62,2,1,2,0
7.53,73,78,2,1,3,1
5.81,80,75,6,1,3,0
7.0,75,71,5,1,2,0
8.26,54,65,6,0,2,1
7.15,79,63,5,0,2,0
7.7,76,75,7,3,2,1
6.88,53,80,7,1,4,1
6.17,58,70,6,2,3,0
7.08,80,75,5,1,4,1
7.51,66,71,4,2,6,0
6.54,93,73,5,1,3,0
6.96,77,69,5,0,3,0
6.26,62,72,5,3,2,0
8.32,69,100,3,0,3,0
6.91,70,76,5,0,4,0
8.65,59,80,5,0,2,0
8.73,56,77,5,2,2,1
7.12,80,68,4,2,3,1
6.19,82,88,4,2,5,1
5.11,79,68,3,3,4,0
5.73,92,85,7,0,6,0
5.83,61,67,5,1,5,0
8.58,95,59,3,1,2,0
7.32,56,76,2,4,0,0
7.59,54,57,5,0,3,0
4.98,43,78,3,4,3,1
6.0,63,56,8,0,3,0
8.09,62,67,5,2,1,0
7.49,77,53,4,1,1,0
7.05,73,100,5,2,0,1
7.76,52,50,4,0,5,0
8.84,64,72,6,0,6,1
6.98,64,86,4,0,1,0
7.27,43,85,8,1,2,0
7.39,55,83,5,1,1,1
9.59,58,67,6,3,5,1
5.1,91,89,2,1,6,0
7.88,72,83,4,0,2,0
7.09,79,74,6,0,2,1
7.77,47,75,5,0,3,0
6.54,87,68,3,2,3,0
7.15,89,60,4,2,4,0
7.91,40,88,4,4,3,1
10.0,59,89,5,1,6,0
8.01,77,60,4,0,1,0
6.35,79,70,4,0,4,0
